Id,SalePrice
1461,118542.12658916155
1462,160922.98027362896
1463,180370.62951048152
1464,195924.19065325533
1465,193617.67861198256
1466,170856.03861972218
1467,182566.61191392882
1468,164155.9056915652
1469,187326.27305101452
1470,122525.72434223541
1471,189166.64597613638
1472,97482.76810238874
1473,96463.93762445485
1474,145097.87306045165
1475,116832.47938849355
1476,368203.67348936
1477,260576.57538218604
1478,280472.8772343404
1479,277156.0413801738
1480,512445.33899212454
1481,337979.63806195604
1482,203095.72995107825
1483,173958.04415822672
1484,168241.03918407834
1485,178875.03059899498
1486,193028.94911482578
1487,324455.9476593491
1488,229561.02553695667
1489,200413.27943013608
1490,225541.83941689495
1491,192723.3717266319
1492,87011.15204121268
1493,184125.31158686118
1494,287883.0158897398
1495,285748.14984949934
1496,233700.76845350442
1497,181002.82551029045
1498,164541.3157947162
1499,161675.3637416399
1500,153549.64792449176
1501,179355.97780289743
1502,153549.3538349641
1503,275041.4528434056
1504,244324.2240130213
1505,224484.58054948662
1506,192756.37928577
1507,258327.14242116906
1508,194673.27685953776
1509,162273.9352381059
1510,145860.04171209788
1511,146899.90619292736
1512,175846.12484881867
1513,141622.8772120037
1514,159097.7816488996
1515,193206.5414639305
1516,151440.06986120756
1517,169619.31272946254
1518,130617.12765577468
1519,227732.22968049636
1520,132754.9623022878
1521,135576.2489589671
1522,170671.65152564875
1523,110027.89876283697
1524,121553.10195924217
1525,124246.52535026381
1526,112891.76629592465
1527,106799.6081332025
1528,139642.9647347996
1529,150747.45428830673
1530,185570.07551477695
1531,100340.53454919822
1532,94325.9946667519
1533,144229.4985349463
1534,123891.2909170253
1535,146829.9438450983
1536,110449.75383504808
1537,58267.75032623361
1538,152983.4185855224
1539,195741.08840180628
1540,94830.46819141065
1541,134767.1719042153
1542,137565.270868425
1543,197734.61890442547
1544,79420.19828072032
1545,114240.03670425781
1546,123246.3776553542
1547,125498.6934289078
1548,136498.14972452552
1549,115987.47093597487
1550,132364.54867471594
1551,108093.67311633712
1552,129894.79521106693
1553,146513.39851844203
1554,119121.88597510562
1555,155766.81431157485
1556,83137.78773046106
1557,98585.6341269438
1558,99322.1851002105
1559,77951.94639515803
1560,125414.1080765544
1561,127143.5886503627
1562,128552.02262915409
1563,119675.00593428599
1564,155868.62605161296
1565,140621.99702104714
1566,231599.05530347794
1567,73161.2405500087
1568,227174.43444875287
1569,125964.56169345175
1570,136203.38509450256
1571,121944.09402951767
1572,147759.10470429226
1573,231039.0404722524
1574,117058.43140149851
1575,225411.48667028552
1576,244552.94227068013
1577,188815.67986102885
1578,145561.848183439
1579,144572.71447131748
1580,191613.56392272032
1581,152431.01381164193
1582,124893.09194998647
1583,321845.9633251756
1584,223810.44643046524
1585,139536.3727542973
1586,69485.27612337071
1587,99462.06463780442
1588,156356.2491289004
1589,97310.45212063413
1590,133652.5522255334
1591,93034.02263542231
1592,118137.31883809251
1593,124469.98993453645
1594,127225.89475460797
1595,105172.95550183947
1596,233548.10668468126
1597,197826.48317354958
1598,219759.95877891386
1599,165421.13733129477
1600,158284.2070082108
1601,64839.25602796941
1602,111185.56564064475
1603,83521.20679025546
1604,273996.3343623828
1605,247663.35276809108
1606,169775.75328803985
1607,177854.0958759739
1608,211960.8438621637
1609,185485.57407233564
1610,150773.26156457036
1611,135958.41844026808
1612,166004.00418878256
1613,161870.7343929203
1614,118591.9553423999
1615,87611.08386987346
1616,73304.69760324866
1617,93363.1179807674
1618,122725.277841092
1619,142442.25945129982
1620,167849.51600194004
1621,136640.76775594798
1622,141923.38503301018
1623,276380.64571506315
1624,213924.76428029334
1625,122831.44255347065
1626,164218.7736232563
1627,188768.13389949067
1628,284803.4107150153
1629,181476.3965628037
1630,360553.6263167857
1631,219430.15905841166
1632,242891.07301621075
1633,171833.43867781645
1634,187259.3828709857
1635,174241.4651251099
1636,150848.02104808658
1637,195517.88092585478
1638,185079.62132436287
1639,189216.89556111133
1640,265283.6891727425
1641,179015.15644840256
1642,231336.55841550298
1643,217288.74993940437
1644,227510.0563426071
1645,202099.69360242505
1646,157717.03137822638
1647,157409.71504935715
1648,132310.7431852875
1649,139706.9033039476
1650,113490.54416829214
1651,121432.81959824153
1652,98177.88675879272
1653,101244.53388042025
1654,145896.5560666789
1655,137446.9602842676
1656,138591.07640033934
1657,146983.46879597806
1658,143635.23148932305
1659,126454.6932547199
1660,154182.18792277327
1661,448274.18201369117
1662,408410.486967689
1663,392788.8833756253
1664,536406.7859908406
1665,300445.0707553521
1666,330546.1555448709
1667,370745.027710511
1668,338917.83234956814
1669,288255.47998671443
1670,337017.3860724194
1671,265383.80129198916
1672,454739.7643871474
1673,297163.409001448
1674,244086.746737735
1675,188352.8539913184
1676,189669.25769190156
1677,214535.0518431892
1678,499060.9469218202
1679,399360.0746775974
1680,334053.6848483217
1681,239487.35777592674
1682,321404.36987332103
1683,183447.66610131194
1684,169297.72837316824
1685,169511.15686877465
1686,166113.51785690896
1687,166993.95161414472
1688,190417.0793805268
1689,194698.7022669692
1690,193988.64598310972
1691,183269.1444304309
1692,258475.42029508523
1693,168274.88835453312
1694,179967.73981623977
1695,164971.5134358797
1696,275309.9492095944
1697,171512.29645926878
1698,362914.9941888387
1699,300311.62011182593
1700,246189.92134293224
1701,264551.17592118937
1702,250619.19767630612
1703,246023.93284196724
1704,286437.7952488183
1705,224387.6611685951
1706,442790.5076985793
1707,210000.00960518475
1708,208113.9023965683
1709,271675.0828953677
1710,220630.0139404638
1711,263251.82684773114
1712,267294.94951094483
1713,270342.01615822787
1714,223626.62104155443
1715,206908.000660582
1716,183388.78009522718
1717,173022.94393098154
1718,134010.10245872877
1719,208091.72120131078
1720,251155.65866524947
1721,165289.90502561323
1722,123406.1849789994
1723,154142.45617595044
1724,212885.6524290482
1725,238388.02079336974
1726,188622.84045256296
1727,158977.73995826035
1728,178147.3621697145
1729,167423.7829494406
1730,152068.62699236345
1731,120413.40126469228
1732,130104.47999855284
1733,117740.04111398144
1734,117935.99717481925
1735,132377.45423499294
1736,113301.88040620922
1737,313085.1161059604
1738,229168.15845913236
1739,258975.6066744798
1740,229271.28581533497
1741,195838.12278079346
1742,175043.8560474097
1743,178944.14394933562
1744,313586.5545486979
1745,221854.1316507749
1746,184017.34230395398
1747,213523.0807755239
1748,229164.36808257867
1749,144782.83316898314
1750,128441.97053788697
1751,245033.24431203146
1752,121401.84891547337
1753,151828.12433487552
1754,196525.3135561208
1755,161520.619624386
1756,123649.1741678403
1757,120448.34861553974
1758,140125.7408533215
1759,155719.25578674636
1760,160028.92648729298
1761,139088.013873666
1762,178230.08832759366
1763,173661.83187556214
1764,115168.23783892998
1765,173094.29336882217
1766,188106.13249672131
1767,218896.58751676543
1768,144076.7827664664
1769,169941.15504173166
1770,152886.0393378468
1771,128430.26731149956
1772,133851.82734987803
1773,118532.0395147006
1774,141643.47482208925
1775,140186.3785656413
1776,123783.21984672695
1777,114723.92015368008
1778,139827.29942865943
1779,118031.83584113198
1780,175193.4610980704
1781,127547.06391400803
1782,91597.07142647295
1783,142292.75633667537
1784,108993.02397168009
1785,119660.89238102961
1786,133707.0682838696
1787,167740.9843424953
1788,60314.217089499514
1789,97649.0500753403
1790,79544.3959291786
1791,193929.77077079567
1792,165064.98821595663
1793,127123.23056834674
1794,153284.53300265182
1795,134130.42756146268
1796,125342.20327747634
1797,115116.77352155502
1798,125400.81638850011
1799,109245.61965722118
1800,131975.49361045338
1801,129209.54152496227
1802,136284.31510871043
1803,151480.50112585688
1804,143935.77293612654
1805,134068.6497912762
1806,125758.63023539803
1807,124996.24992823729
1808,117991.1092845694
1809,117239.6021213746
1810,138489.5987614341
1811,91646.64112351461
1812,93717.69639379496
1813,120461.77363476998
1814,94359.20344505156
1815,54320.98976664297
1816,102126.64065649349
1817,104182.78312677926
1818,150978.58452670812
1819,121992.4309488894
1820,65017.66594212438
1821,110179.69543898896
1822,150659.802965956
1823,49970.80329895726
1824,130431.28458312331
1825,133760.4315576929
1826,105461.32958075144
1827,104477.55380547166
1828,134538.25215243443
1829,113461.36392266734
1830,145025.7200169539
1831,151708.6046805329
1832,82272.76108592228
1833,139185.37539350564
1834,121182.76613350608
1835,118956.7460511444
1836,122901.57119066778
1837,83882.70315549422
1838,123105.40058980057
1839,99777.83837952216
1840,144908.83343793228
1841,142534.82554905943
1842,86328.02563434506
1843,127253.72238079252
1844,134934.98281806134
1845,136090.48239946848
1846,149130.04583690772
1847,160752.63135831433
1848,54113.12478042268
1849,112063.08949508792
1850,117439.02895246362
1851,147337.79487274884
1852,118860.05576591776
1853,128283.5293409384
1854,171475.2855426878
1855,142549.64793389908
1856,223054.34979472775
1857,142319.35419845482
1858,133699.73543651582
1859,115778.81975983676
1860,135668.6014360154
1861,115147.70290462761
1862,312346.8268801511
1863,298649.59615524247
1864,298659.52582028985
1865,338296.2787675307
1866,341654.34779583075
1867,228741.0980051922
1868,293565.0839208036
1869,200303.9949870577
1870,235670.6494058019
1871,247458.90528313932
1872,169250.82401391695
1873,233175.36707752696
1874,146568.63660914736
1875,202036.57971897855
1876,195176.66120537647
1877,215804.3098993932
1878,197563.75683538988
1879,130386.58424557021
1880,135659.92094884612
1881,251455.12221178046
1882,247992.09936012782
1883,187932.81524920158
1884,207745.5031818304
1885,242486.04703702542
1886,291745.6541550549
1887,207246.06743029505
1888,275757.7830306056
1889,161195.64155777567
1890,120636.67822394017
1891,133049.2980524623
1892,100605.27645642926
1893,132052.42558618114
1894,125581.75236680069
1895,130424.99729463058
1896,118212.22518572345
1897,108244.8237845584
1898,111119.23929664984
1899,159761.856991719
1900,157213.48546197155
1901,163414.80058639523
1902,151606.35942905254
1903,222317.64678242238
1904,137449.79723182635
1905,200906.03471520433
1906,167567.41691583555
1907,211617.74656211986
1908,108607.68975226414
1909,131813.34577875622
1910,118544.20435524045
1911,223034.93451020913
1912,327005.9388131714
1913,138615.16256214143
1914,70934.02676562703
1915,312404.7574410417
1916,61770.79357847784
1917,252707.92562628954
1918,140381.60979408937
1919,172174.96387552674
1920,152269.33718249845
1921,412420.2595070418
1922,332075.5636361623
1923,228746.4162077704
1924,236884.64495743092
1925,203372.47172107967
1926,400276.80349607515
1927,132519.67924725584
1928,152284.83908036214
1929,124997.34764005164
1930,130911.60728835348
1931,141811.09261794077
1932,136547.88565739774
1933,188041.40907665555
1934,183270.5047814553
1935,169827.79400481522
1936,193916.15071705714
1937,178467.02338958057
1938,170693.48007838064
1939,225492.32180694857
1940,192501.82230116642
1941,167587.93971506532
1942,180173.63263386622
1943,211870.81468728985
1944,354219.0718754937
1945,392487.31169028877
1946,137854.24901257813
1947,299275.3205926559
1948,168379.92252290068
1949,234350.20229947672
1950,188162.27938265176
1951,252171.38114253327
1952,208987.06563772797
1953,166353.40316982236
1954,179884.2435230146
1955,136535.5962019257
1956,313329.61360081244
1957,150937.30010434333
1958,321403.16506918747
1959,141973.86192878257
1960,113511.52499958494
1961,118993.64732700509
1962,97373.84146391516
1963,106290.1291380342
1964,107989.60285990559
1965,149249.37343432437
1966,142035.98954104842
1967,298064.85305516515
1968,448770.3381964914
1969,400659.79145916225
1970,458157.1269466964
1971,490684.7882749671
1972,374974.08272308763
1973,263917.0678829172
1974,327177.1363099963
1975,527076.327034968
1976,274713.6000314853
1977,377593.1503006322
1978,355315.6234782182
1979,343500.8253836549
1980,198418.81299237223
1981,344982.96867943153
1982,218384.28183500355
1983,203158.94394106252
1984,173497.5950063831
1985,231328.58769489807
1986,217413.09705742775
1987,185058.26728933214
1988,174315.49339806542
1989,189443.51145721247
1990,213889.03523646627
1991,230909.84075293294
1992,216806.9381764971
1993,165544.27113860476
1994,228273.00337063585
1995,187286.1624206221
1996,241869.48938960835
1997,298836.0268637004
1998,326410.85662135837
1999,254860.28311379562
2000,318238.97373363393
2001,264481.0200349349
2002,231529.52116189917
2003,256680.8392030708
2004,288878.2572796856
2005,209141.70947824972
2006,223901.43611277963
2007,241348.09366945075
2008,221871.77326125975
2009,194930.57800830973
2010,193239.26424272906
2011,138535.98453237777
2012,174348.56793895128
2013,178434.97844672392
2014,185607.48738012085
2015,199963.87182001644
2016,192468.80127993875
2017,196227.95574700128
2018,118525.97542038461
2019,129009.54466323987
2020,106278.04269341593
2021,104911.91915434394
2022,170285.13122925255
2023,133631.47677831637
2024,264984.31607774703
2025,367284.2664390416
2026,175928.9845581883
2027,158769.45830753082
2028,154992.6560922858
2029,171260.34739589487
2030,272985.4370483158
2031,233570.40627786753
2032,236998.14608418214
2033,260918.88777597953
2034,169159.34305158444
2035,215692.1249195446
2036,200465.75170723017
2037,204208.53206431228
2038,311688.04605724645
2039,221626.27484427567
2040,291666.44760492025
2041,273862.61023681104
2042,205161.9735840002
2043,179497.55159232992
2044,168355.68287123772
2045,215121.27457958265
2046,140161.35651091908
2047,145995.3623319541
2048,140489.55626796134
2049,138576.23266440307
2050,177186.90977467614
2051,109068.30923517606
2052,125171.9360362678
2053,147830.12178541953
2054,92642.48017820845
2055,153571.38566635275
2056,141312.7951386212
2057,116311.75368343519
2058,216018.51879980325
2059,127307.75157087116
2060,175613.28426332684
2061,172721.05800534136
2062,129812.3620709957
2063,115359.15943747152
2064,141525.8453916731
2065,118523.57600609156
2066,158991.13153905005
2067,115337.38390286732
2068,142771.8494704238
2069,85711.04991168327
2070,115147.72603494994
2071,98787.45141819317
2072,128887.8621114691
2073,133764.43241824413
2074,184924.47068707182
2075,149782.9391380498
2076,115818.51077785746
2077,159389.06817310528
2078,127845.73550957863
2079,132603.076588594
2080,118858.07186320912
2081,127356.73828447839
2082,123387.3937299568
2083,142561.32171193347
2084,110216.54248891253
2085,117377.35337102035
2086,120684.34642022579
2087,121759.38933348905
2088,99678.28967223366
2089,77066.2534816964
2090,129261.44257288899
2091,108059.76986469225
2092,121976.69032282702
2093,105714.71118812016
2094,105451.7757211812
2095,132820.05049262237
2096,80421.36431387831
2097,96058.96052956412
2098,137732.90138221398
2099,56731.90892007487
2100,78862.51227096753
2101,109059.0654022294
2102,132697.66127134842
2103,102985.1858386171
2104,139245.96518197117
2105,125404.02607587777
2106,61912.210875706456
2107,194046.35863015923
2108,114157.08112120185
2109,107485.40214675074
2110,129884.92079589267
2111,142836.47789778034
2112,136776.772213355
2113,115818.25118038997
2114,120860.99710785126
2115,158053.86389614083
2116,113887.90716904511
2117,150332.50667375317
2118,118914.57295293472
2119,116011.0693262869
2120,111531.90370709111
2121,88150.52279999877
2122,115217.8102089928
2123,91552.57046386237
2124,157548.17995566857
2125,129474.06535708046
2126,147457.5288163813
2127,157948.0868470459
2128,129264.94127742309
2129,98006.5070351417
2130,133651.2290377314
2131,134295.33012957312
2132,110915.3705162808
2133,119792.73882866763
2134,110685.60747941477
2135,87171.43860126141
2136,68898.47898374363
2137,110394.11804392922
2138,125313.38652378971
2139,148393.46757198818
2140,138311.72983935775
2141,153583.41132363238
2142,127420.93638156737
2143,148097.52167616755
2144,119904.89281178563
2145,137069.28315804966
2146,164057.19638737646
2147,134420.73165712177
2148,132703.71615583662
2149,147489.32227370533
2150,223493.10101101059
2151,114126.75154336344
2152,166859.72924194226
2153,164991.00558084686
2154,104742.33217375485
2155,145731.22187068302
2156,268524.343252877
2157,238879.20207307904
2158,235532.2004655794
2159,209165.38396702288
2160,174725.0862455806
2161,235735.09568385375
2162,429186.1708732337
2163,357587.3952049641
2164,255981.09583533564
2165,202213.42323621223
2166,151834.48176725974
2167,225671.01640366772
2168,194779.48871263675
2169,196998.06369958617
2170,220797.7519777168
2171,153912.12253986776
2172,125763.95125739086
2173,165757.47744897346
2174,226562.53198006895
2175,314635.1998256261
2176,315423.72460246977
2177,241811.9434240243
2178,209390.3589653766
2179,140099.45820696146
2180,225304.94425383356
2181,193727.3063675693
2182,223139.539473162
2183,187912.55821368462
2184,123907.04092155781
2185,118447.22624331531
2186,145633.5246781918
2187,156577.0110592324
2188,154681.08086863667
2189,272351.1115407071
2190,77156.3708551175
2191,81861.0857783593
2192,86329.78968962262
2193,101754.54183495796
2194,103610.6191598077
2195,109785.84512686236
2196,100398.55476859484
2197,121120.1689025061
2198,158155.78458256682
2199,175964.53183503536
2200,143542.71325088077
2201,146873.61106182035
2202,210620.03023620904
2203,138748.390004969
2204,178479.64385744778
2205,118388.93106030967
2206,139165.7673039312
2207,213111.7819579819
2208,261902.94509754027
2209,237246.7740524441
2210,116448.520295533
2211,113228.28900583331
2212,117518.47650444796
2213,100707.15683508098
2214,126009.97289254071
2215,100033.90980785766
2216,141184.98266125517
2217,67256.87485467843
2218,84274.53849605787
2219,78185.93248621211
2220,80519.01701266693
2221,314012.19600303785
2222,275055.77247114445
2223,294037.5122976394
2224,212311.05850044044
2225,123187.53069267771
2226,187295.5195206057
2227,197236.42387904233
2228,272982.1647114499
2229,244717.85015489726
2230,152389.41484068453
2231,217762.78292931203
2232,177615.2090458168
2233,172390.94557363595
2234,233312.66336205977
2235,222937.17156201223
2236,263357.6032673094
2237,334383.1135951196
2238,197989.1693619045
2239,112721.84910041613
2240,157367.17420995966
2241,153733.29631358891
2242,127434.16773477757
2243,126627.37680244113
2244,100817.8743000378
2245,98010.09451558461
2246,142352.58553250303
2247,112196.32259636807
2248,127353.389207826
2249,123636.82429204928
2250,131996.20838879314
2251,105827.42341773151
2252,174017.21235554855
2253,153004.52860984026
2254,178337.78285661116
2255,188181.77347917148
2256,179103.99863910303
2257,206861.9679747326
2258,161535.2797121988
2259,178628.76229680164
2260,150401.6539472028
2261,195749.18232302603
2262,210235.8157795151
2263,368716.5800546678
2264,507364.8488434404
2265,184043.90586609358
2266,288299.428477064
2267,384915.35479756974
2268,428172.77815336676
2269,147462.84180354263
2270,190857.55670948504
2271,218045.5915730921
2272,192484.76769957357
2273,167192.9590874099
2274,174766.3756472185
2275,158843.29844345618
2276,194811.5421190854
2277,180983.14851315733
2278,147403.19920816738
2279,119575.47053473114
2280,117060.62923996612
2281,162202.06854568323
2282,177907.67063292905
2283,104628.01941877624
2284,107349.88358396245
2285,142928.17237758226
2286,123675.72127702978
2287,377432.33078061027
2288,268446.6428335221
2289,404229.5748040701
2290,496591.0469713588
2291,326317.7444171093
2292,449990.87881045596
2293,492484.9546367982
2294,412215.2966476464
2295,485992.0114373287
2296,291352.8496017165
2297,326180.18334858975
2298,328142.66509037424
2299,373652.5710521951
2300,338033.0603426093
2301,295523.5986876918
2302,255297.20965914166
2303,246520.0450139195
2304,257418.1049657762
2305,190440.20296694408
2306,184671.46847344612
2307,193070.0601150636
2308,217610.0957803324
2309,270394.9342788244
2310,210700.9905332442
2311,202580.2689701075
2312,169872.80601666504
2313,166006.9085176201
2314,172985.07450163935
2315,178612.38197420142
2316,194547.9414270535
2317,186683.55441085724
2318,182583.64425751058
2319,185415.69802632343
2320,186741.403976204
2321,252646.852222343
2322,176166.18607143956
2323,193074.2442175113
2324,169841.22535230365
2325,208579.46995179896
2326,171137.3194404043
2327,206557.35791479397
2328,226547.59981822554
2329,188896.38523526562
2330,182725.95660175974
2331,350563.7053641517
2332,411104.07640213275
2333,324476.00331620127
2334,249209.58113134862
2335,263642.08115483256
2336,319945.2566794963
2337,200881.7521530735
2338,269073.28355946305
2339,213974.41963696192
2340,403218.9009230045
2341,215895.48657749867
2342,235154.22880436791
2343,225590.78217568697
2344,219947.46523355035
2345,244625.85515906394
2346,213453.03446535836
2347,200500.42876199065
2348,244490.84701263488
2349,176523.5411510433
2350,294659.774531825
2351,248090.82677590882
2352,245829.45405668588
2353,248117.4815515492
2354,137992.97877697478
2355,144885.28634272594
2356,151871.1621338227
2357,194997.50619125253
2358,196092.04846510015
2359,127438.1453588753
2360,118030.2515382029
2361,143372.26423859532
2362,273562.3643624588
2363,142237.84642436032
2364,153855.4310195206
2365,215074.734165801
2366,199433.8564376721
2367,228438.34967825332
2368,211705.19247600855
2369,220825.43169830475
2370,167372.1834432768
2371,167380.42522203282
2372,192038.04204247013
2373,274429.4689768424
2374,310397.0225424418
2375,251471.16819418932
2376,292613.6261324213
2377,364095.34084435535
2378,145784.77158648838
2379,203700.9308769012
2380,146738.00522423684
2381,176561.40150472842
2382,206886.52458642583
2383,202530.08358608308
2384,250603.09318944058
2385,158356.59138744944
2386,136127.05806800976
2387,136031.10594424352
2388,103166.39190179828
2389,116922.4568619461
2390,141683.19504610196
2391,139738.41262091618
2392,115255.54940099076
2393,163863.6308438493
2394,145337.6950714437
2395,208073.71679083677
2396,141362.98611451944
2397,213416.42469571298
2398,137663.32185743697
2399,61150.54999265908
2400,63123.19334794871
2401,117856.48511567627
2402,138149.61005953062
2403,142189.35491000253
2404,146527.70744243183
2405,159451.6497508181
2406,142817.68519671817
2407,128334.71349260845
2408,141559.24499094833
2409,120425.2119806583
2410,160985.12214750482
2411,118109.11657549322
2412,152383.1607511138
2413,128607.80114011858
2414,147359.0220226857
2415,132383.45494219533
2416,124218.72347514558
2417,130122.81777761766
2418,128152.94432024457
2419,125656.91885733035
2420,119532.16104483212
2421,138339.14263062284
2422,113263.48419707993
2423,118468.60949895965
2424,157503.69606368453
2425,211202.49938377808
2426,126256.46647900803
2427,127874.67076103389
2428,173897.2335021402
2429,113176.8203002366
2430,134417.21461385358
2431,107941.62166756408
2432,146792.24647890535
2433,146943.28370044814
2434,135874.5111954435
2435,150983.8153058991
2436,111221.70185355793
2437,103948.37901453371
2438,122702.40173581071
2439,108813.41622435601
2440,120405.15331377288
2441,93298.14167082457
2442,97627.96920577955
2443,116980.38305604809
2444,126155.84854343026
2445,82407.76592565849
2446,137637.95268401343
2447,180868.75967608186
2448,124825.69178923313
2449,110286.57840841172
2450,145154.75619930492
2451,118976.7932024346
2452,195255.0005678936
2453,94454.0691784339
2454,118868.6032212878
2455,116865.8581734335
2456,130690.15707004501
2457,133604.90243182186
2458,123735.07853520833
2459,112819.36024483212
2460,135836.52866063526
2461,123722.66705572563
2462,131886.29939106817
2463,120514.16159364744
2464,177404.2747417524
2465,140924.90451194232
2466,110681.18576674972
2467,125931.10280085151
2468,75253.90000767293
2469,72688.48202674225
2470,184445.1364850675
2471,198349.02966039575
2472,156555.34288734663
2473,111069.32824536986
2474,79720.38848991386
2475,213482.14596286786
2476,114811.03434440089
2477,125821.77655234409
2478,146027.47295999626
2479,103595.16482689316
2480,152531.1959730945
2481,121337.08534317497
2482,128433.12738388535
2483,112828.08001727365
2484,121857.28414241856
2485,124706.93378765431
2486,150340.42076669194
